"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250"
"V226",0.177848,0.0907001,0.145856,0.121416,0.135671,1,0.192352,0.0707617,0.184979,0.190697,0.12502,0.177539,0.286171,1,0.0546993,0.114987,0.130268,0.135637,0.0983153,0.0890091,0.147543,0.214179,0.148378,0.177848,0.116201,0.202606,0.152458,0.103182,1,0.140379,1,1,1,0.181138,0.184979,0.194494,0.0661433,0.227264,0.172246,0.123323,0.152946,0.121006,0.105275,0.119287,0.187797,0.128171,1,0.160507,0.0776383,0.0752345,0.166918,1,0.192176,0.134592,0.0629759,0.0620473,0.182798,0.150199,0.15409,0.0777762,0.0874987,0.184979,0.162896,0.184979,0.18501,0.158574,0.132351,0.0896812,0.114003,0.0870211,0.115782,0.263468,1,0.0933658,0.119314,0.119051,0.143256,0.0664712,0.0256846,0.0809541,0.123323,0.120958,1,0.0664774,0.212259,0.172455,0.0543779,0.13138,1,0.120683,0.157458,0.135522,0.0978152,0.149239,0.0915815,0.141198,0.134853,0.177998,0.100803,0.202906,0.0933162,0.206171,0.126635,0.103042,0.109953,0.14931,1,0.130268,1,0.151922,0.0744943,0.144446,0.208095,0.0619511,1,0.180951,0.130471,0.145574,0.167791,0.131339,0.174618,0.122419,0.0870214,0.0731602,0.0913782,0.118301,1,0.1517,0.104505,0.0822031,0.0830539,0.133836,0.0924437,0.0866069,0.310225,0.17309,0.0263915,0.150199,0.144888,1,0.184979,0.0824845,0.123819,0.110562,0.126263,0.257043,0.105437,0.0808235,0.192591,0.0918221,0.184979,0.140379,0.088572,0.109345,0.162896,0.125112,1,0.113981,0.0952329,0.159354,0.145856,0.185528,0.184979,0.159302,0.0707019,0.164329,0.127044,0.174771,1,0.0866837,0.0594061,0.208907,0.160507,0.145856,0.136828,0.165893,1,0.148378,0.154657,0.163009,0.205948,0.234092,0.196423,0.149655,0.117348,0.102349,0.12494,0.127044,0.147709,0.143629,0.120789,0.185043,0.1517,0.163626,0.152255,0.131528,0.135671,1,1,0.0612206,0.0762045,0.0897778,0.0743178,0.189955,0.180046,0.135525,0.0856423,0.114987,0.0851761,0.133569,0.128652,0.0971539,0.17309,0.111357,0.162896,0.0719576,0.0677515,0.138685,0.106435,0.157458,0.145856,0.100826,0.138685,1,0.119631,0.184979,1,0.148676,1,0.159408,0.152125,0.136504,0.103905,0.194482,0.104828,1,0.0990811,0.126382,0.136865,0.105701,0.123661,0.260485,0.0727261,0.116154,1,0.130268,0.20692,0.145856,0.185266,0.143861
"V227",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"V228",0.0592177,0.109375,0.0497036,0.131926,0.0913035,1,0.318662,0.165489,0.0708485,0.173,0.20067,0.235107,0.294117,1,0.215869,0.12833,0.103258,0.0669132,0.162485,0.193119,0.285959,0.137524,0.120842,0.0592177,0.171271,0.264876,0.192239,0.188833,1,0.113741,1,1,1,0.243137,0.0708485,0.0345525,0.227973,0.299131,0.0573143,0.0809039,0.149642,0.199533,0.10553,0.198005,0.248883,0.0879493,1,0.0373833,0.13771,0.170776,0.0760487,1,0.140357,0.118615,0.154732,0.158827,0.0991494,0.0974404,0.0596361,0.169673,0.172549,0.0708485,0.0397728,0.0708485,0.0856577,0.0651523,0.202204,0.131119,0.18986,0.136901,0.196453,0.34018,1,0.179031,0.0834204,0.0786837,0.211759,0.203739,0.17288,0.13708,0.0809039,0.147962,1,0.180903,0.280211,0.088442,0.212408,0.216549,1,0.223826,0.0630039,0.194188,0.173241,0.216154,0.241153,0.0820515,0.198347,0.192825,0.187553,0.220411,0.235494,0.279641,0.0896778,0.245116,0.144559,0.212778,1,0.103258,1,0.0592155,0.164684,0.164164,0.253668,0.153492,1,0.125448,0.146703,0.116399,0.241971,0.160604,0.252404,0.0820515,0.120435,0.202647,0.148711,0.0824067,1,0.0572466,0.101394,0.122735,0.124617,0.11047,0.134007,0.126174,0.325385,0.0938989,0.195746,0.0974404,0.211015,1,0.0708485,0.152763,0.0992065,0.113616,0.193389,0.278875,0.146954,0.171666,0.253695,0.144289,0.0708485,0.113741,0.153204,0.152875,0.0397728,0.082693,1,0.19829,0.15841,0.0669876,0.0497036,0.296434,0.0708485,0.207592,0.125983,0.186902,0.100481,0.245884,1,0.148726,0.153691,0.115841,0.0373833,0.0497036,0.0928095,0.243566,1,0.120842,0.2463,0.262762,0.233313,0.305701,0.264284,0.0535026,0.191223,0.177076,0.152835,0.100481,0.051557,0.208071,0.175179,0.113892,0.0572466,0.132742,0.0578013,0.198137,0.0913035,1,1,0.133215,0.226459,0.115854,0.167695,0.256424,0.27934,0.175419,0.129154,0.12833,0.174026,0.191249,0.196404,0.132857,0.0938989,0.194042,0.0397728,0.168315,0.163662,0.0859259,0.178555,0.0630039,0.0497036,0.184196,0.0859259,1,0.142511,0.0708485,1,0.171842,1,0.0684449,0.263725,0.202976,0.103068,0.226986,0.103991,1,0.250222,0.0861602,0.137816,0.251739,0.197298,0.264764,0.144586,0.185054,1,0.103258,0.223892,0.0497036,0.0504464,0.221254
"V229",0.0707175,0.0955849,0.0442072,0.0566655,0.0223116,1,0.258217,0.103122,0.0799347,0.158894,0.130538,0.177087,0.288272,1,0.150788,0.111141,0.0448314,0.0264963,0.100651,0.162043,0.238136,0.124303,0.0473138,0.0707175,0.108329,0.257868,0.176456,0.125125,1,0.0372299,1,1,1,0.178566,0.0799347,0.0998015,0.16563,0.29461,0.0659119,0.0149849,0.139502,0.136479,0.0780013,0.137405,0.188462,0.00557765,1,0.0549696,0.0858086,0.102829,0.0979961,1,0.152479,0.0939075,0.088468,0.088884,0.166335,0.0541374,0.0396877,0.104445,0.112106,0.0799347,0.0570285,0.0799347,0.161832,0.0465061,0.135943,0.0600385,0.12377,0.0925744,0.13082,0.332383,1,0.112792,0.072104,0.0854615,0.146689,0.148247,0.111551,0.111321,0.0149849,0.115164,1,0.120267,0.217964,0.0689773,0.149734,0.15548,1,0.189554,0.0425895,0.132773,0.11149,0.172163,0.171179,0.10351,0.139194,0.185891,0.124308,0.220673,0.172796,0.211413,0.000904441,0.186662,0.0670955,0.148861,1,0.0448314,1,0.0334059,0.0980765,0.145232,0.216951,0.087488,1,0.152135,0.0764704,0.0378767,0.172762,0.094402,0.18797,0.0883634,0.058191,0.151533,0.0997064,0.0732072,1,0.0376288,0.120261,0.0552122,0.0587121,0.0446232,0.0681018,0.0475538,0.302014,0.0802916,0.127479,0.0541374,0.152484,1,0.0799347,0.0847851,0.0323949,0.0861516,0.167456,0.271865,0.0820015,0.107135,0.192587,0.118712,0.0799347,0.0372299,0.0854672,0.111748,0.0570285,0.0147861,1,0.138585,0.0907748,0.0430868,0.0442072,0.23305,0.0799347,0.180904,0.0840283,0.171835,0.0378306,0.185072,1,0.0834192,0.0926245,0.127205,0.0549696,0.0442072,0.0233427,0.177922,1,0.0473138,0.235361,0.259204,0.219287,0.295205,0.212345,0.0434234,0.129401,0.118276,0.0871873,0.0378306,0.0458042,0.145888,0.108812,0.108088,0.0376288,0.059316,0.0336236,0.128973,0.0223116,1,1,0.121179,0.165956,0.135469,0.103221,0.202522,0.264705,0.142659,0.0732611,0.111141,0.108139,0.158507,0.146421,0.0685975,0.0802916,0.127144,0.0570285,0.111304,0.0998618,0.0442159,0.105087,0.0425895,0.0442072,0.119232,0.0442159,1,0.0763693,0.0799347,1,0.162541,1,0.0444618,0.200678,0.140953,0.0780058,0.189055,0.0790885,1,0.184454,0.00577645,0.115392,0.202004,0.131198,0.273315,0.117668,0.121691,1,0.0448314,0.231648,0.0442072,0.0785952,0.154885
"V230",0.052668,0.121773,0.027613,0.0845473,0.0408342,1,0.282093,0.138252,0.0642988,0.190961,0.146499,0.179695,0.308225,1,0.183945,0.139136,0.076489,0.0585143,0.133057,0.187428,0.267707,0.137947,0.0791461,0.052668,0.142855,0.280862,0.213745,0.154395,1,0.0688047,1,1,1,0.192228,0.0642988,0.0925354,0.17843,0.327877,0.029083,0.0514355,0.133691,0.169468,0.069618,0.170459,0.220579,0.0455659,1,0.0369201,0.121103,0.136212,0.0823602,1,0.145213,0.0647363,0.1191,0.126129,0.159069,0.0871921,0.0245488,0.119433,0.144491,0.0642988,0.038979,0.0642988,0.154566,0.0119838,0.170035,0.0776875,0.153647,0.127084,0.165166,0.361812,1,0.124339,0.0569651,0.0688674,0.160614,0.185488,0.148196,0.138843,0.0514355,0.147746,1,0.148788,0.250823,0.108218,0.174756,0.186629,1,0.214939,0.0274507,0.140333,0.13992,0.204417,0.20816,0.0666815,0.174897,0.190105,0.136767,0.235238,0.203496,0.246434,0.0429581,0.220714,0.0996444,0.175459,1,0.076489,1,0.0142391,0.132312,0.184472,0.247954,0.116773,1,0.126942,0.111683,0.0680884,0.208462,0.123813,0.216353,0.0717692,0.0960969,0.18096,0.134216,0.0580684,1,0.0224899,0.112995,0.0952005,0.0980964,0.0799177,0.0887067,0.0841989,0.338394,0.111082,0.163925,0.0871921,0.159145,1,0.0642988,0.103164,0.0665422,0.0630167,0.139073,0.284527,0.0980882,0.122122,0.200799,0.148165,0.0642988,0.0688047,0.116873,0.128282,0.038979,0.0512367,1,0.173076,0.122301,0.00711102,0.027613,0.265241,0.0642988,0.21011,0.116754,0.18411,0.0731251,0.192751,1,0.117659,0.126565,0.137112,0.0369201,0.027613,0.0576673,0.20791,1,0.0791461,0.265275,0.289477,0.255764,0.322902,0.242736,0.0268292,0.153985,0.1352,0.115885,0.0731251,0.02921,0.178662,0.141101,0.122398,0.0224899,0.0652205,0.0184848,0.16315,0.0408342,1,1,0.11462,0.173504,0.127455,0.138351,0.213243,0.297517,0.173929,0.0930146,0.139136,0.123146,0.171361,0.173592,0.103526,0.111082,0.16149,0.038979,0.126199,0.119204,0.0772705,0.143867,0.0274507,0.027613,0.133403,0.0772705,1,0.11561,0.0642988,1,0.196776,1,0.0024081,0.225606,0.172282,0.0736504,0.220499,0.074733,1,0.193473,0.0457647,0.111036,0.230126,0.160828,0.286424,0.110507,0.155872,1,0.076489,0.261183,0.027613,0.0742397,0.1852
"V231",0.177978,0.101423,0.154471,0.125986,0.140276,1,0.206915,0.0324427,0.184545,0.207128,0.0963794,0.0964174,0.256442,1,0.0746392,0.0950491,0.117416,0.143048,0.0529052,0.1411,0.176921,0.160797,0.103425,0.177978,0.0885928,0.214409,0.14733,0.0105822,1,0.0950992,1,1,1,0.108122,0.184545,0.197663,0.0809138,0.234594,0.175084,0.132808,0.159693,0.065668,0.0909342,0.0697358,0.144361,0.122731,1,0.164094,0.0639196,0.0333312,0.166483,1,0.19202,0.0995238,0.0468531,0.0384586,0.18721,0.13196,0.150428,0.0463972,0.0278061,0.184545,0.165954,0.184545,0.189879,0.157537,0.0916327,0.160491,0.0830152,0.0742223,0.0752856,0.285997,1,0.047122,0.113052,0.127645,0.0868173,0.148144,0.111945,0.0644832,0.132808,0.108705,1,0.0839018,0.133949,0.167487,0.0762833,0.0576015,1,0.17187,0.153048,0.089558,0.0406864,0.16124,0.119314,0.144956,0.134368,0.144686,0.0440662,0.166582,0.0940063,0.124058,0.118642,0.158078,0.138931,0.115331,1,0.117416,1,0.142365,0.0359343,0.142466,0.160271,0.045751,1,0.165288,0.116705,0.09049,0.128634,0.147055,0.0862009,0.130265,0.0875538,0.100065,0.0635379,0.114049,1,0.148568,0.16179,0.0832632,0.0834967,0.107052,0.0928864,0.146934,0.28324,0.141296,0.089615,0.13196,0.0935879,1,0.184545,0.0772418,0.107942,0.103605,0.156721,0.222993,0.0834296,0.0446025,0.142945,0.0586491,0.184545,0.0950992,0.0587411,0.121934,0.165954,0.130949,1,0.0694285,0.0532618,0.15183,0.154471,0.178592,0.184545,0.126776,0.0868828,0.146871,0.115507,0.112521,1,0.0501933,0.0507993,0.17907,0.164094,0.154471,0.12559,0.0910933,1,0.103425,0.171852,0.177865,0.190278,0.233645,0.15583,0.150672,0.0735267,0.113888,0.141159,0.115507,0.155913,0.111719,0.082335,0.176562,0.148568,0.110084,0.144951,0.114539,0.140276,1,1,0.128059,0.095354,0.149108,0.02922,0.152659,0.202889,0.132689,0.100575,0.0950491,0.0449647,0.143576,0.137104,0.077475,0.141296,0.0745984,0.165954,0.0493615,0.0629198,0.123,0.0929456,0.153048,0.154471,0.0254103,0.123,1,0.119086,0.184545,1,0.105205,1,0.153705,0.125196,0.0838441,0.0966328,0.166353,0.0978346,1,0.127532,0.124591,0.134109,0.132032,0.0685508,0.204309,0.113532,0.101145,1,0.117416,0.206811,0.154471,0.175719,0.0584782
"V232",0.19136,0.123084,0.165778,0.154146,0.159424,1,0.179362,0.0826827,0.197926,0.241271,0.068962,0.0752026,0.220815,1,0.111629,0.118161,0.128279,0.158925,0.0973113,0.0992696,0.117418,0.205722,0.140116,0.19136,0.122935,0.20136,0.160089,0.079364,1,0.135617,1,1,1,0.0969228,0.197926,0.208138,0.120458,0.19506,0.184667,0.14674,0.105963,0.121118,0.131659,0.119808,0.113232,0.151502,1,0.176774,0.0885695,0.0964941,0.184448,1,0.149916,0.143755,0.091741,0.0840431,0.190135,0.145209,0.165681,0.0829786,0.0635795,0.197926,0.174114,0.197926,0.189455,0.178316,0.0480642,0.177699,0.050971,0.0888739,0.0359796,0.251257,1,0.0884574,0.146972,0.138244,0.0471961,0.099635,0.138487,0.0931511,0.14674,0.132786,1,0.121337,0.112394,0.19701,0.118106,0.12063,1,0.134867,0.170034,0.135502,0.0790697,0.111262,0.0843324,0.161376,0.0983567,0.183475,0.100788,0.118334,0.142137,0.115483,0.150262,0.115582,0.164224,0.0869808,1,0.128279,1,0.171784,0.0774977,0.16351,0.136167,0.0910794,1,0.186089,0.158301,0.139142,0.0933015,0.178365,0.0814209,0.142597,0.122093,0.137328,0.0937969,0.14621,1,0.168342,0.178784,0.117954,0.118069,0.126815,0.127459,0.171515,0.268202,0.170211,0.130769,0.145209,0.057444,1,0.197926,0.115484,0.122058,0.140957,0.126471,0.191063,0.135594,0.0843212,0.104558,0.078318,0.197926,0.135617,0.102592,0.145384,0.174114,0.148082,1,0.0152626,0.113566,0.179552,0.165778,0.147625,0.197926,0.0710165,0.107756,0.170665,0.119902,0.0699603,1,0.0885445,0.0982081,0.198957,0.176774,0.165778,0.156955,0.0855428,1,0.140116,0.183748,0.190596,0.150993,0.247178,0.0974808,0.168635,0.117747,0.0675489,0.173049,0.119902,0.164195,0.0814351,0.125758,0.20997,0.168342,0.158638,0.171745,0.0879607,0.159424,1,1,0.15286,0.132032,0.166579,0.0817342,0.108144,0.214768,0.100869,0.118294,0.118161,0.0873168,0.106831,0.0991495,0.131618,0.170211,0.0339084,0.174114,0.0785265,0.098965,0.136075,0.0688713,0.170034,0.165778,0.0702767,0.136075,1,0.145974,0.197926,1,0.118914,1,0.179704,0.120954,0.0423351,0.133941,0.12516,0.134621,1,0.112131,0.15016,0.0956863,0.15078,0.0270805,0.166123,0.156686,0.0738791,1,0.128279,0.159593,0.165778,0.205613,0.045464
"V233",0.153218,0.0708089,0.12975,0.12561,0.111759,1,0.21727,0.0299535,0.160349,0.21041,0.0795766,0.117114,0.253908,1,0.100366,0.0910472,0.115528,0.114944,0.0527889,0.117701,0.199091,0.160367,0.0990941,0.153218,0.0854532,0.195235,0.117673,0.0437018,1,0.0919959,1,1,1,0.117679,0.160349,0.172376,0.10635,0.252441,0.150127,0.104339,0.134782,0.06742,0.0652132,0.0699177,0.151506,0.0940155,1,0.139454,0.0615509,0.0159952,0.142288,1,0.168148,0.0920394,0.0163769,0.0239817,0.16087,0.125896,0.125477,0.0454832,0.0540789,0.160349,0.141239,0.160349,0.163626,0.132765,0.0952948,0.132197,0.0681984,0.0699397,0.0769316,0.29243,1,0.0517085,0.0883211,0.102699,0.0987187,0.123501,0.0823705,0.0597665,0.104339,0.100832,1,0.0879197,0.158874,0.138474,0.0859565,0.0793526,1,0.149446,0.127994,0.0939143,0.0502775,0.131416,0.120658,0.119906,0.109358,0.112565,0.0402202,0.174787,0.0991756,0.144683,0.0896644,0.142733,0.138738,0.104447,1,0.115528,1,0.117516,0.0322501,0.110921,0.16259,0.0151999,1,0.136631,0.0861646,0.0871583,0.133955,0.144847,0.117034,0.105215,0.0573701,0.104388,0.0574534,0.0892778,1,0.123692,0.136147,0.0528331,0.0518629,0.101037,0.0612526,0.120155,0.262037,0.139918,0.067678,0.125896,0.0986006,1,0.160349,0.0448579,0.106804,0.0779155,0.133894,0.22006,0.0529963,0.0421513,0.14961,0.0687722,0.160349,0.0919959,0.0458712,0.0906503,0.141239,0.102553,1,0.0913604,0.0353286,0.126934,0.12975,0.202197,0.160349,0.135928,0.0558788,0.115768,0.111366,0.133229,1,0.0492297,0.0151524,0.181927,0.139454,0.12975,0.0954561,0.10563,1,0.0990941,0.181404,0.198386,0.171939,0.241455,0.177801,0.126101,0.0781426,0.0828989,0.138912,0.111366,0.131134,0.105026,0.0777596,0.143528,0.123692,0.107255,0.120218,0.0889379,0.111759,1,1,0.101674,0.104975,0.122374,0.0267761,0.159427,0.212615,0.106684,0.0700405,0.0910472,0.0428555,0.113126,0.108932,0.0446011,0.139918,0.0762054,0.141239,0.0475357,0.0294114,0.117292,0.0603708,0.127994,0.12975,0.0561181,0.117292,1,0.0897494,0.160349,1,0.106748,1,0.128748,0.142677,0.0948842,0.0709455,0.169288,0.0708624,1,0.111012,0.095801,0.10629,0.155333,0.080629,0.228737,0.0842611,0.0683894,1,0.115528,0.188391,0.12975,0.149336,0.0820311
"V234",0.276514,0.207268,0.267188,0.213405,0.258205,1,0.109922,0.200595,0.282659,0.284779,0.19257,0.183955,0.245404,1,0.145359,0.204262,0.230752,0.237489,0.2065,0.136038,0.104293,0.315269,0.247564,0.276514,0.206795,0.243054,0.277959,0.199663,1,0.249723,1,1,1,0.164359,0.282659,0.291578,0.15568,0.21157,0.267297,0.247469,0.169452,0.205688,0.237935,0.205236,0.117443,0.255739,1,0.260336,0.201445,0.20984,0.271539,1,0.196022,0.249215,0.209725,0.199804,0.27617,0.233139,0.26345,0.204261,0.186891,0.282659,0.257676,0.282659,0.277118,0.277116,0.159252,0.234624,0.184566,0.199157,0.172166,0.197158,1,0.194695,0.246289,0.241491,0.178381,0.150717,0.18673,0.177395,0.247469,0.185532,1,0.167359,0.134655,0.304791,0.153503,0.191524,1,0.128288,0.267803,0.207575,0.190408,0.114665,0.135122,0.245843,0.166768,0.293716,0.224236,0.227879,0.180395,0.135523,0.258636,0.109276,0.209596,0.154315,1,0.230752,1,0.271896,0.199358,0.273841,0.198299,0.208848,1,0.298138,0.235916,0.256537,0.102882,0.234451,0.163194,0.245843,0.222308,0.171899,0.20313,0.245526,1,0.26611,0.211277,0.224432,0.225578,0.240198,0.234968,0.231601,0.288061,0.286618,0.175378,0.233139,0.178894,1,0.282659,0.22369,0.237788,0.246629,0.193622,0.245344,0.250165,0.206834,0.168508,0.169576,0.282659,0.249723,0.217176,0.20286,0.257676,0.248812,1,0.149644,0.220222,0.280004,0.267188,0.0999912,0.282659,0.117635,0.207604,0.283176,0.229493,0.139522,1,0.210346,0.206038,0.288803,0.260336,0.267188,0.255482,0.167779,1,0.247564,0.216244,0.22868,0.258509,0.248974,0.108097,0.270045,0.20008,0.190901,0.221361,0.229493,0.265605,0.141,0.208692,0.318465,0.26611,0.26368,0.269514,0.147131,0.258205,1,1,0.203542,0.169251,0.198822,0.201698,0.110696,0.254406,0.136141,0.227751,0.204262,0.209887,0.148849,0.165872,0.231355,0.286618,0.168366,0.257676,0.201471,0.217586,0.224006,0.194543,0.267803,0.267188,0.194666,0.224006,1,0.224867,0.282659,1,0.246085,1,0.281963,0.128702,0.166323,0.236991,0.101341,0.237672,1,0.171548,0.254397,0.209863,0.15606,0.16437,0.227928,0.214435,0.190204,1,0.230752,0.238774,0.267188,0.307984,0.175871
"V235",0.204603,0.129846,0.176903,0.191994,0.164374,1,0.165344,0.118339,0.21117,0.274395,0.0825384,0.136482,0.19703,1,0.16545,0.148032,0.166291,0.164895,0.142751,0.100091,0.133137,0.241694,0.18326,0.204603,0.100668,0.219525,0.161739,0.131185,1,0.175759,1,1,1,0.144659,0.21117,0.22432,0.175535,0.249564,0.20085,0.149603,0.126601,0.102143,0.13847,0.100637,0.103965,0.154226,1,0.190959,0.120099,0.110956,0.197692,1,0.165494,0.165484,0.0921178,0.102671,0.201562,0.178031,0.183775,0.118816,0.119174,0.21117,0.192582,0.21117,0.204916,0.187199,0.0950728,0.183187,0.0662351,0.126039,0.0755569,0.242721,1,0.124347,0.15333,0.155716,0.0961872,0.110055,0.147717,0.118921,0.149603,0.106597,1,0.162603,0.122556,0.199636,0.157746,0.115318,1,0.0656332,0.186062,0.116001,0.117919,0.0758809,0.119868,0.176782,0.103313,0.18072,0.133163,0.166013,0.178845,0.113212,0.155046,0.139218,0.200801,0.112922,1,0.166291,1,0.180547,0.10773,0.16203,0.183102,0.0935217,1,0.190832,0.112561,0.175289,0.0849459,0.208074,0.0658324,0.158003,0.121323,0.174292,0.13069,0.154199,1,0.182153,0.194382,0.119917,0.11498,0.168806,0.124369,0.178279,0.213154,0.207288,0.130793,0.178031,0.0921801,1,0.21117,0.109794,0.15737,0.144284,0.131467,0.166483,0.14546,0.117585,0.0859308,0.118726,0.21117,0.175759,0.12101,0.0990706,0.192582,0.147981,1,0.0722564,0.124141,0.190401,0.176903,0.167543,0.21117,0.0629717,0.110074,0.166672,0.162014,0.0840046,1,0.120221,0.0942381,0.236352,0.190959,0.176903,0.165491,0.0550245,1,0.18326,0.227728,0.253886,0.169878,0.234891,0.126816,0.173588,0.102587,0.0644975,0.20307,0.162014,0.178162,0.102368,0.104207,0.204415,0.182153,0.19447,0.178997,0.0897343,0.164374,1,1,0.157557,0.17098,0.182041,0.117666,0.103283,0.256251,0.101927,0.125184,0.148032,0.117661,0.0504492,0.0328842,0.126449,0.207288,0.0722642,0.192582,0.10856,0.0982867,0.170213,0.0662472,0.186062,0.176903,0.125761,0.170213,1,0.111291,0.21117,1,0.156899,1,0.190455,0.169775,0.090264,0.13744,0.0999175,0.136309,1,0.12762,0.155848,0.108422,0.155629,0.0818282,0.228407,0.161153,0.0788366,1,0.166291,0.172049,0.176903,0.209324,0.0990625
"V236",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
